0 0.2270
1 0.9311
1 0.9232
1 0.9633
1 0.7694
0 0.0023
1 0.9801
0 0.0113
1 0.8821
1 0.9292
1 0.9047
1 0.9310
1 0.6201
1 0.9286
1 0.9170
0 0.0784
1 0.9244
0 0.0173
1 0.9520
1 0.8642
0 0.3406
0 0.3942
0 0.4827
0 0.0360
1 0.9099
0 0.1076
0 0.2480
0 0.0260
0 0.0927
0 0.9658
0 0.0112
0 0.7061
0 0.0249
0 0.2467
1 0.9596
1 0.3846
0 0.1815
0 0.1921
0 0.0246
1 0.9671
1 0.9901
1 0.9593
1 0.8292
1 0.9363
1 0.9154
1 0.9918
1 0.8196
1 0.6458
0 0.2360
0 0.0785
0 0.9336
1 0.8401
0 0.0050
1 0.3094
0 0.1470
1 0.7373
0 0.1647
0 0.0185
1 0.8438
1 0.9941
0 0.4092
0 0.3501
1 0.8381
0 0.0748
1 0.9270
1 0.3624
0 0.0322
1 0.9181
0 0.0046
1 0.7761
1 0.8464
1 0.9256
1 0.8202
0 0.0504
0 0.7076
1 0.8845
0 0.2617
0 0.4410
1 0.9419
1 0.9755
1 0.7676
1 0.6649
0 0.0513
1 0.9641
1 0.9915
1 0.7276
1 0.9649
0 0.4450
0 0.9866
0 0.0028
0 0.0012
0 0.2072
0 0.9880
1 0.8984
0 0.0981
1 0.9557
1 0.9685
1 0.8769
1 0.9666
1 0.9902
0 0.1615
1 0.9732
0 0.0120
1 0.9406
0 0.3873
1 0.9452
0 0.3529
0 0.2464
1 0.9935
1 0.9239
0 0.6716
0 0.1544
1 0.4472
1 0.6860
0 0.3950
1 0.9875
0 0.0151
0 0.0128
0 0.2809
0 0.0250
0 0.2643
0 0.0114
0 0.0020
0 0.1151
1 0.0560
1 0.4284
1 0.8471
1 0.9390
1 0.6374
1 0.8491
1 0.9773
0 0.2096
1 0.3931
0 0.0129
1 0.7871
0 0.2847
1 0.8737
1 0.9677
0 0.0518
0 0.3147
1 0.8762
0 0.0304
0 0.8705
1 0.7488
1 0.9519
1 0.8727
0 0.7622
0 0.3306
1 0.9805
0 0.0118
0 0.1610
1 0.8789
0 0.3867
1 0.6590
1 0.6868
0 0.0008
0 0.2097
1 0.9619
0 0.0961
1 0.2785
1 0.8584
1 0.6227
0 0.6042
1 0.9597
0 0.0109
1 0.7218
1 0.9760
1 0.9723
0 0.2291
1 0.8225
1 0.9846
1 0.7335
1 0.9401
1 0.9779
1 0.6627
0 0.0259
0 0.1975
0 0.0999
0 0.0500
1 0.7849
1 0.9052
1 0.8349
1 0.9324
1 0.2887
0 0.1452
0 0.1841
1 0.9334
0 0.0868
0 0.0628
1 0.9475
0 0.1753
0 0.2631
0 0.2047
0 0.0474
0 0.0096
0 0.0235
0 0.0363
1 0.7129
0 0.0323
1 0.8785
0 0.1748
1 0.9422
0 0.3857
0 0.1433
1 0.9624
0 0.0123
0 0.0990
1 0.8835
1 0.9042
1 0.9495
1 0.8575
0 0.3166
0 0.2740
